|created_time|id|link|message|message_tags|name|permalink_url|place|shares|story|story_tags|type|updated_time|from_name|from_id
1414|2018-12-05T12:37:33+0000|1542121719376709_2195279990727542|https://www.facebook.com/CruzRojaGT/photos/a.1542121852710029/2194951157427092/?type=3|#GraciasVoluntarios|[]|'s cover photo|https://www.facebook.com/1542121719376709/posts/2195279990727542/||6.0|Cruz Roja Guatemalteca updated their cover photo.|[{'id': '1542121719376709', 'name': 'Cruz Roja Guatemalteca', 'type': 'page', 'offset': 0, 'length': 22}]|photo|2018-12-05T12:37:33+0000|Cruz Roja Guatemalteca|1542121719376709
1415|2018-09-27T22:23:49+0000|1542121719376709_2154420164813525|https://www.facebook.com/CruzRojaGT/photos/a.1545165879072293/2154420018146873/?type=3|#CruzRojaGT en coordinación con el Distrito de Salud del Municipio de Olopa, Chiquimula, realiza el Taller de Prevención de VIH dirigido a comadronas|[]|Photos from Cruz Roja Guatemalteca's post|https://www.facebook.com/1542121719376709/posts/2154420164813525/||4.0|||photo|2018-09-27T22:23:49+0000|Cruz Roja Guatemalteca|1542121719376709
1416|2018-07-16T18:26:44+0000|1542121719376709_2092481984340677|https://www.facebook.com/CruzRojaGT/photos/a.2087734561482086/2092480311007511/?type=3|¿Sabes qué hacer en una situación de emergencia como un sismo, actividad volcánica o un derrumbe?||Recomendaciones|||9.0|Cruz Roja Guatemalteca added 4 new photos.|[{'id': '1542121719376709', 'name': 'Cruz Roja Guatemalteca', 'type': 'page', 'offset': 0, 'length': 22}]|photo|2018-07-16T18:26:44+0000|Cruz Roja Guatemalteca|1542121719376709
1417|2018-06-13T02:41:43+0000|1542121719376709_2059675237621352|https://www.facebook.com/CruzRojaGT/photos/a.1545165879072293/2059675210954688/?type=3|"#VolcanDeFuego| Nuestras acciones hasta el día de hoy 12 de junio de 2018 #AccionesQueReflejanHumanidad"|[]||https://www.facebook.com/1542121719376709/posts/2059675237621352/||12.0|||photo|2018-06-13T02:41:43+0000|Cruz Roja Guatemalteca|1542121719376709
1418|2018-05-06T19:25:37+0000|1542121719376709_2040756366179906|https://www.facebook.com/CruzRojaGT/photos/a.1545165879072293/2040756136179929/?type=3|"#Coatepeque, #Quetzaltenango

Voluntarios de #CruzRojaGT capacitarán durante el mes de mayo a 28 personas en Signos Vitales, Hipodermia y Canalización, el curso está dirigido al público en general."|[]|Photos from Cruz Roja Guatemalteca's post|https://www.facebook.com/1542121719376709/posts/2040756366179906/||6.0|||photo|2018-05-06T19:25:37+0000|Cruz Roja Guatemalteca|1542121719376709
1419|2018-03-07T23:16:59+0000|1542121719376709_2011275062461370|https://www.facebook.com/CruzRojaGT/photos/a.1542605359328345/2011273679128175/?type=3|En conmemoración del Día Internacional de la mujer #CruzRojaGT realizará la siguiente Jornada.|[]||https://www.facebook.com/1542121719376709/posts/2011275062461370/||3.0|||photo|2018-03-07T23:16:59+0000|Cruz Roja Guatemalteca|1542121719376709
1420|2017-11-14T14:33:15+0000|1542121719376709_1957026277886249|https://www.facebook.com/CruzRojaGT/photos/a.1542605359328345/1957026144552929/?type=3||||https://www.facebook.com/1542121719376709/posts/1957026277886249/||22.0|||photo|2017-11-14T14:33:15+0000|Cruz Roja Guatemalteca|1542121719376709
1421|2017-09-01T18:53:42+0000|1542121719376709_1927725707482973|https://www.facebook.com/CruzRojaGT/photos/a.1545165879072293/1927725267483017/?type=3|"Clausura del Curso ""Formación de Facilitadores para Equipos Nacionales de Intervención en Desastres de Salud en Emergencias"""||Photos from Cruz Roja Guatemalteca's post|https://www.facebook.com/1542121719376709/posts/1927725707482973/||15.0|Cruz Roja Guatemalteca is with Desastres CR.|[{'id': '1542121719376709', 'name': 'Cruz Roja Guatemalteca', 'type': 'page', 'offset': 0, 'length': 22}, {'id': '878399072516400', 'name': 'Desastres CR', 'type': 'user', 'offset': 31, 'length': 12}]|photo|2017-09-02T08:55:24+0000|Cruz Roja Guatemalteca|1542121719376709
1422|2017-06-24T23:19:10+0000|1542121719376709_1896980787224132|https://www.facebook.com/CruzRojaGT/photos/a.1545165879072293/1896980567224154/?type=3|#CruzRojaGT #SanMarcos en prevención durante  desfile de la feria de San Pedro Sacatepéquez, San Marcos|[]|Photos from Cruz Roja Guatemalteca's post|https://www.facebook.com/1542121719376709/posts/1896980787224132/|||||photo|2017-06-24T23:19:10+0000|Cruz Roja Guatemalteca|1542121719376709
1423|2017-05-06T15:58:17+0000|1542121719376709_1874421026146775|https://www.facebook.com/CruzRojaGT/photos/a.1542605359328345/1874104096178468/?type=3|Recuerda que puedes participar durante el fin de semana para poder ganarte un pin de #CruzRojaGT|[]|Cruz Roja Guatemalteca|https://www.facebook.com/1542121719376709/posts/1874421026146775/|||Cruz Roja Guatemalteca shared a photo.|[{'id': '1542121719376709', 'name': 'Cruz Roja Guatemalteca', 'type': 'page', 'offset': 0, 'length': 22}, {'id': '1874104096178468', 'name': '', 'offset': 32, 'length': 5}]|photo|2017-05-06T15:58:17+0000|Cruz Roja Guatemalteca|1542121719376709
1424|2017-04-06T17:01:19+0000|1542121719376709_1859961747592703|https://www.facebook.com/CruzRojaGT/photos/a.1859961677592710/1859961747592703/?type=3|#CruzRojaGT Te esperamos hoy en la Jornada de Donación Voluntaria de Sangre en el mercado Concepción, Villa Nueva.|[]|Jornada de Donación Voluntaria de Sangre|https://www.facebook.com/1542121719376709/posts/1859961747592703/||2.0|Cruz Roja Guatemalteca added 10 new photos.|[{'id': '1542121719376709', 'name': 'Cruz Roja Guatemalteca', 'type': 'page', 'offset': 0, 'length': 22}]|photo|2017-04-06T17:01:19+0000|Cruz Roja Guatemalteca|1542121719376709
1425|2017-02-05T18:05:04+0000|1542121719376709_1830709187184626|https://www.facebook.com/CruzRojaGT/photos/a.1542605359328345/1830709187184626/?type=3|En el Km. 166 colisionan dos motoristas uno de ellos sufre lesiones leves, y es atendido por #CruzRojaGT|[]|Timeline Photos|https://www.facebook.com/1542121719376709/posts/1830709187184626/||3.0|||photo|2017-02-05T18:05:04+0000|Cruz Roja Guatemalteca|1542121719376709
1426|2016-11-11T16:57:38+0000|1542121719376709_1790879091167636||#DonemosUnSuéter|||https://www.facebook.com/notes/cruz-roja-guatemalteca/donemosunsu%C3%A9ter/1790879091167636/||4.0|Cruz Roja Guatemalteca published a note.|[{'id': '1542121719376709', 'name': 'Cruz Roja Guatemalteca', 'type': 'page', 'offset': 0, 'length': 22}]|status|2016-11-11T16:57:38+0000|Cruz Roja Guatemalteca|1542121719376709
1427|2016-08-23T14:25:20+0000|1542121719376709_1754562841465928|https://www.facebook.com/CruzRojaGT/videos/1754562841465928/|Elimina criaderos de mosquitos||Evitar el Zika, Dengue y Chikungunya depende de mí y depende d...|https://www.facebook.com/CruzRojaGT/videos/1754562841465928/||45.0|||video|2016-08-23T14:25:20+0000|Cruz Roja Guatemalteca|1542121719376709
