,k,alpha,beta,score_all,score_nonzero,Num_of_zero,final_k
110,20,0.001,0.05,0.7854324157214517,0.870876946302028,26,20
111,20,0.001,0.1,0.7088807918004724,0.9208500481721822,61,10
112,20,0.001,0.3,0.6587452968913181,0.9436081279794556,80,5
113,20,0.001,0.5,0.6654967891274232,0.9532791844257683,80,5
114,20,0.01,0.001,0.9074430043893441,0.9430290045614753,10,20
115,20,0.01,0.01,0.8447754777848533,0.8990582394095828,16,20
116,20,0.01,0.05,0.7867447019787042,0.865092722092766,24,20
117,20,0.01,0.1,0.7049438293648694,0.9024643226168618,58,11
118,20,0.01,0.3,0.6566493971451344,0.9406058932078952,80,5
119,20,0.01,0.5,0.6698153639594852,0.9594652510771005,80,5
120,20,0.05,0.001,0.9018963299721654,0.9372648135004856,10,20
121,20,0.05,0.01,0.8290813065936435,0.8823556074189379,16,20
122,20,0.05,0.05,0.7831720900484848,0.8831515057993551,30,20
123,20,0.05,0.1,0.7612289355418305,0.8886593300378196,38,18
124,20,0.05,0.3,0.6652915095345064,0.9529851352791578,80,4
125,20,0.05,0.5,0.6612328023978017,0.947171311542797,80,5
126,20,0.1,0.001,0.9073567861138413,0.9429394051771292,10,20
127,20,0.1,0.01,0.8470313890944366,0.9014591088756052,16,20
128,20,0.1,0.05,0.7844767686256119,0.8698173375974357,26,20
129,20,0.1,0.1,0.7555377879838656,0.8859182027244442,39,17
130,20,0.1,0.3,0.666342079561739,0.9442815565981862,78,5
131,20,0.1,0.5,0.6648295694627804,0.9523234373385773,80,4
132,20,0.3,0.001,0.9078656265872942,0.9434682001789528,10,20
133,20,0.3,0.01,0.8454116456885945,0.899735285572199,16,20
134,20,0.3,0.05,0.7876338168305428,0.8733178303769616,26,20
135,20,0.3,0.1,0.7564424597957339,0.86778031102108,34,18
136,20,0.3,0.3,0.6789126217649748,0.9273806431325686,71,7
137,20,0.3,0.5,0.6617507602881196,0.9479132512235227,80,5
138,20,0.5,0.001,0.9055776310236282,0.9447955599262262,11,20
139,20,0.5,0.01,0.8463296183104247,0.8971093954090502,15,20
140,20,0.5,0.05,0.7823163333193399,0.8674218758561718,26,20
141,20,0.5,0.1,0.7528048893025473,0.871149762730022,36,20
142,20,0.5,0.3,0.6661835545502602,0.9147079894083885,72,8
143,20,0.5,0.5,0.6652954488201706,0.9427983633013112,78,6
