,formatted_address,lat,lng,query_name
61,"De Gouwe 50, 8253 PA Dronten, Netherlands",52.5396772,5.7012507,"De Gouwe 50 Dronten, Flevoland 8253 PA"
62,"Bosstraat 5, 6301 HM Valkenburg, Netherlands",50.8717929,5.823334699999999,"Bosstraat 5 B Valkenburg Lb, Limburg 6301 HM"
63,"Marnixstraat 1, 7553 LC Hengelo, Netherlands",52.252608,6.8000568,"Marnixstraat 1 Hengelo, Overijssel 7553 LC"
64,"Veenhof 1955, 6604 DG Wijchen, Netherlands",51.8194252,5.7339416,"Veenhof 1955 Wijchen, Gelderland 6604 DG"
65,"Prins Hendrikkade 12, 2225 TZ Katwijk aan Zee, Netherlands",52.2052506,4.4077145,"Prins Hendrikkade 12 Katwijk Zh, Zuid-Holland 2225 TZ"
66,"Bachlaan 7, 7002 MZ Doetinchem, Netherlands",51.9668038,6.3016812,"Bachlaan 7 Doetinchem, Gelderland 7002 MZ"
67,"Dijkhoeve 4, 3992 XV Houten, Netherlands",52.034488,5.1652678,"Dijkhoeve 4 Houten, Utrecht 3992 XV"
68,"Helmkruid 5, 9461 LL Gieten, Netherlands",52.9983932,6.772721,"Helmkruid 5 Gieten, Drenthe 9461 LL"
69,"'s-Gravenlust 35, 1981 AE Velsen-Zuid, Netherlands",52.4597657,4.6504593,"'s Gravenlust 35 IJmuiden, Noord-Holland 1981 AE"
70,"Havenstraat 5B, 3861 VS Nijkerk, Netherlands",52.2260497,5.4803169,"Havenstraat 5 b Nijkerk Gld, Gelderland 3861 VS"
71,"Otto van Reesweg 10, 4105 AA Culemborg, Netherlands",51.95296630000001,5.2195697,"Otto van Reesweg 10 Culemborg, Gelderland 4105 AA"
72,"D. van de Arestraat 17, 8325 GJ Vollenhove, Netherlands",52.6763662,5.960490699999999,"D. van de Arestraat 17 Vollenhove, Overijssel 8325 GJ"
73,"Oranjewal 28, 9101 JV Dokkum, Netherlands",53.327965,5.9984937,"Oranjewal 28 Dokkum, Friesland 9101 JV"
74,"Damstraat 26, 3371 AD Hardinxveld-Giessendam, Netherlands",51.8296819,4.8353419,"Damstraat 26 Hardinxveld-Giessendam, Zuid-Holland 3371 AD"
75,"Hoveniersland 22, 5301 VA Zaltbommel, Netherlands",51.8078488,5.239637099999999,"Hoveniersland 22 Zaltbommel, Gelderland 5301 VA"
76,"Blokshekken 6, 5061 HA Oisterwijk, Netherlands",51.5809603,5.1902251,"Blokshekken 6 Oisterwijk, Noord-Brabant 5061 HA"
77,"Vredehofstraat 9C, 1624 XG Hoorn, Netherlands",52.65092019999999,5.0593765,"Vredehofstraat 9 C Hoorn, Noord-Holland 1624 XG"
78,"Plantageweg 4, 3232 LE Brielle, Netherlands",51.896847,4.165978,"Plantageweg 4 Brielle, Zuid-Holland 3232 LE"
79,"Plein 15, 9451 BW Rolde, Netherlands",52.9874097,6.644431600000001,"Plein 15 Rolde, Drenthe 9451 BW"
80,"Klein Vlaanderen 59, 4331 RG Middelburg, Netherlands",51.5014924,3.6082036,"Klein Vlaanderen 59 Middelburg, Zeeland 4331 RG"
81,"Burgemeester Leenstraat 25, 7242 AA Lochem, Netherlands",52.1592298,6.4131823,"Burgemeester Leenstraat 25 Lochem, Gelderland 7242 AA"
82,"Oude Dieze 12, 5211 KV 's-Hertogenbosch, Netherlands",51.685693,5.308294999999999,"Oude Dieze 12 S-Hertogenbosch, Noord-Brabant 5211 KV"
83,"Zeewolde, Netherlands",52.331128,5.540495,"Postbus 164 Zeewolde, Flevoland 3890 AD"
84,"Weglangen 6, 9431 HK Westerbork, Netherlands",52.8607638,6.6033652,"Weglangen 6 Westerbork, Drenthe 9431 HK"
85,"Boslaan 10, 9801 HG Zuidhorn, Netherlands",53.2458562,6.4028816,"Boslaan 10A Zuidhoorn, Groningen 9801 HG"
86,"Vincent van Goghstraat 4, 6901 DK Zevenaar, Netherlands",51.9302388,6.068422099999999,"Vincent van Goghstraat 4 6901 DK ZEVENAAR Zevenaar, Gelderland 6901 DK"
87,"Kloosterlaan 25, 7471 BA Goor, Netherlands",52.2363423,6.5911715,"Kloosterlaan 25 Goor, Overijssel 7471 BA"
88,"Hoofdstraat 24b, 6461 CR Kerkrade, Netherlands",50.86436639999999,6.066051499999999,"Hoofdstraat 24 b Kerkrade, Limburg 6461 CR"
89,"De Wulp 69, 7671 ZN Vriezenveen, Netherlands",52.4052122,6.6171574,"De Wulp 69 Vriezenveen, Overijssel 7671 ZN"
90,"Oranjestraat 10, 5981 CB Panningen, Netherlands",51.32387319999999,5.972425899999999,"Oranjestraat 10 Panningen, Limburg 5981 CB"
91,"Noordpoort 10, 4695 BX Sint-Maartensdijk, Netherlands",51.550805,4.0783395,"Noordpoort 10 Sint Maartensdijk, Zeeland 4695 BX"
92,"Golda Meirstraat 23, 4463 DC Goes, Netherlands",51.5170185,3.8852968,"Golda Meirstraat 23 Goes, Zeeland 4463 DC"
93,"Kerkstraat 1, 3911 LD Rhenen, Netherlands",51.9570295,5.5652263,"Kerkstraat 1 Rhenen, Utrecht 3911 LD"
94,"Hertzdahlstraat 68, 6411 KD Heerlen, Netherlands",50.8879935,5.9820688,"Hertzdahlstraat 68, 6411 KD Heerlen"
95,"Van Sytzamalaan 3, 8096 AR Oldebroek, Netherlands",52.4465683,5.900248599999999,"Van Sytzamalaan 3 Oldebroek, Gelderland 8096 AR"
96,"Bankastraat 27, 1782 TA Den Helder, Netherlands",52.95832720000001,4.7496775,"Bankastraat 27 Den Helder, Noord-Holland 1782 TA"
97,"Businesspark Friesland-West 42, 8447 Heerenveen, Netherlands",52.9635356,5.8907778,"Businesspark Friesland-West 42 Nijehaske, Friesland 8466 SL"
98,"Westdorplaan 132A, 8101 PP Raalte, Netherlands",52.3779125,6.2703254,"Westdorplaan 132 a Raalte, Overijssel 8101 PP"
99,"Van Galenstraat 40, 8051 VC Hattem, Netherlands",52.4727341,6.064153399999999,"Van Galenstraat 40 Hattem, Gelderland 8051 VC"
100,"Van Hogendorpstraat 10, 6951 ER Dieren, Netherlands",52.0525252,6.0990191,"Hogendorpstraat 10 Dieren, Gelderland 6951 ER"
101,"Molengriendweg 3, 6041 BN Roermond, Netherlands",51.2072526,5.9990571,"Molengriendweg 3 Roermond, Limburg 6041 BN"
102,"Kerkvaart 2, 3641 EP Mijdrecht, Netherlands",52.20893539999999,4.8659535,"Kerkvaart 2 Mijdrecht, Utrecht 3641 EP"
103,"Rijpersweg 36, 4751 AS Oud Gastel, Netherlands",51.5939355,4.4603096,"Rijpersweg 36 Oud Gastel, Noord-Brabant 4751 AS"
104,"Kerkstraat 20, 3927 BR Renswoude, Netherlands",52.0708369,5.5404772,"Kerkstraat 20 Renswoude, Utrecht 3927 BR"
105,"Bergen, Netherlands",52.6749368,4.706394599999999,"Postbus 130 Bergen Nh, Noord-Holland 1860 AC"
106,"Julianastraat 11, 3262 SH Oud-Beijerland, Netherlands",51.8238284,4.4131558,"Julianastraat 11 Oud-Beijerland, Zuid-Holland 3262 SH"
107,"Wilhelminalaan 20, 8262 DE Kampen, Netherlands",52.5610437,5.9073457,"Wilhelminalaan 20 Kampen, Overijssel 8262 DE"
108,"Zilverstraat 2, 2544 ER Den Haag, Netherlands",52.0512932,4.2609512,"Zilverstraat 2 Den Haag, Zuid-Holland 2544 ER"
109,"Magnoliastraat 10, 4131 BB Vianen, Netherlands",51.9955514,5.106628000000001,"Magnoliastraat 10 Vianen Ut, Utrecht 4131 BB"
110,"Veenroede 21, 7881 XM Emmer-Compascuum, Netherlands",52.8035293,6.9876196,"Veenroede 21 Emmer-Compascuum, Drenthe 7881 XM"
111,"Duivenstraat 70, 3353 AG Papendrecht, Netherlands",51.825803,4.6907499,"Duivenstraat 70 Papendrecht, Zuid-Holland 3353 AG"
112,"Klaverweide 20, 6987 DB Giesbeek, Netherlands",51.9911275,6.0636252,"Klaverweide 20 Giesbeek, Gelderland 6987 DB"
113,"Doetinchemseweg 7, 7021 BP Zelhem, Netherlands",52.0052793,6.3484697,"Doetinchemseweg 7 Zelhem, Gelderland 7021 BP"
114,"Koningsweg 2, 3582 GE Utrecht, Netherlands",52.07774070000001,5.133343399999999,"Koningsweg 2 Utrecht, Utrecht 3582 GE"
115,"Kromstraat 45, 5345 AA Oss, Netherlands",51.7618343,5.514194,"Kromstraat 45 Oss, Noord-Brabant 5345 AA"
116,"Pelikaanstraat 17, 7581 SZ Losser, Netherlands",52.2522666,7.0118521,"Pelikaanstraat 17 Losser, Overijssel 7581 SZ"
117,"Geesterweg 25, 1911 HK Uitgeest, Netherlands",52.5288317,4.708201499999999,"Geesterweg 25 Uitgeest, Noord-Holland 1911 HK"
118,"5366 CJ Megen, Netherlands",51.81889049999999,5.5580237,"Plataan 7 Megen, Gelderland 5366 CJ"
119,"Slimpad 16C, 1851 LB Heiloo, Netherlands",52.601363,4.710198399999999,"Slimpad 16 C Heiloo, Noord-Holland 1851 LB"
120,"Saffier 16, 1761 VM Anna Paulowna, Netherlands",52.8613668,4.819211999999999,"Saffier 16 Julianadorp, Noord-Holland 1761 VD"
121,"Columbusweg 30, 3814 WE Amersfoort, Netherlands",52.1598809,5.4024168,"Columbusweg 30 Amersfoort, Utrecht 3814 WE"
122,"Dubbelsteynlaan West 43, 3319 EK Dordrecht, Netherlands",51.7937715,4.695400100000001,"Dubbelsteynlaan West 43 Dordrecht, Zuid-Holland 3319 EK"
123,"Julianalaan 64, 6051 AV Maasbracht, Netherlands",51.1441423,5.8891521,"Julianalaan 64 Maasbracht, Limburg 6051 AV"
124,"Centaurusweg 57, 5015 TC Tilburg, Netherlands",51.5777965,5.1066236,"Centaurusweg 57 Tilburg, Noord-Brabant 5015 TC"
125,"Apollolaan 1B, 2324 BR Leiden, Netherlands",52.1397203,4.4763932,"Apollolaan 1 B Leiden, Zuid-Holland 2324 BR"
126,"Marnix Gijsenstraat 7, 3245 ME Sommelsdijk, Netherlands",51.7637042,4.153779399999999,"Marnix Gijsenstraat 7 Sommelsdijk, Zuid-Holland 3245 ME"
127,"Van Haersoltelaan 1, 8061 EG Hasselt, Netherlands",52.590144,6.1056403,"Van Haersoltelaan 1 Hasselt, Overijssel 8061 EG"
128,"Klinkenbergerweg 30C, 6711 MK Ede, Netherlands",52.0402598,5.670951,"Klinkenbergerweg 30 C Ede Gld, Gelderland 6711 MK"
129,"Nicolaas Beetslaan 14, 2041 NN Zandvoort, Netherlands",52.3766172,4.5371495,"Nicolaas Beetslaan 14 Zandvoort, Noord-Holland 2041 NN"
130,"Maltezerlaan 3, 3841 DS Harderwijk, Netherlands",52.3438939,5.6245809,"Maltezerlaan 3 Harderwijk, Gelderland 3842 AZ"
131,"Nijkerkerweg 119, 3771 LA Barneveld, Netherlands",52.1505216,5.5666422,"Nijkerkerweg 119 Barneveld, Gelderland 3771 LA"
132,"Kinkenweg 13A, 6166 AM Geleen, Netherlands",50.9689896,5.837477799999999,"Kinkenweg 13 A Geleen, Limburg 6166 AM"
133,"6591BC, Rijksvluchthaven 24, 6598 BM Heijen, Netherlands",51.6823028,5.9724448,"Rijksvluchthaven 24 Heijen, Limburg 6591BC"
134,"Selfhelpweg 2, 8607 AB Sneek, Netherlands",53.0280306,5.661684999999999,"Selfhelpweg 2 Sneek, Friesland 8607 AB"
135,"Brahmsstraat 5, 8031 DB Zwolle, Netherlands",52.52649109999999,6.0927263,"Brahmsstraat 5 Zwolle, Overijssel 8031 DB"
136,"Willem de Zwijgerstraat 30, 7462 HJ Rijssen, Netherlands",52.3024324,6.507378399999999,"Willem de Zwijgerstraat 30 Rijssen, Overijssel 7462 HJ"
137,"Vergierdeweg 52, 2025 TK Haarlem, Netherlands",52.4144633,4.6521705,"Vergierdeweg 52 Haarlem, Noord-Holland 2025 TK"
138,"Vredehofstraat 9C, 1624 XG Hoorn, Netherlands",52.65092019999999,5.0593765,"Vredehofstraat 9 C Hoorn Nh, Noord-Holland 1624 XG"
139,"Jamarstraat 11, 6369 ED Simpelveld, Netherlands",50.8363404,5.980809499999999,"Jamarstraat 11 Simpelveld, Limburg 6369 ED"
140,"Lohuizerweg 18, 8162 EX Epe, Netherlands",52.3533195,5.982452299999999,"Lohuizerweg 18 -1 Epe, Gelderland 8162 EX"
141,"Eksterstraat 12, 3405 WH Benschop, Netherlands",52.00556230000001,4.9770708,"Eksterstraat 12 Benschop, Utrecht 3405 WH"
142,"Gasthuisstraat 78, 7101 DX Winterswijk, Netherlands",51.9734618,6.7153871,"Gasthuisstraat 78 Winterswijk, Gelderland 7101 DX"
143,"Dordsedijk 7, 7891 NJ Klazienaveen, Netherlands",52.7230465,6.9857339,"Dordsedijk 7 Klazienaveen, Drenthe 7891 NJ"
144,"Hueseplein 15, 1185 HH Amstelveen, Netherlands",52.2968493,4.855462699999999,"Hueseplein 15 Amstelveen, Noord-Holland 1185 HH"
145,"Maria-Louiselaan 11, 3411 XS Lopik, Netherlands",51.97101019999999,4.946884,"Maria-Louiselaan 11 Lopik, Utrecht 3411 XS"
146,"Anna van Saksenlaan 50, 2593 HT Den Haag, Netherlands",52.0818604,4.346826,"Postbus 28120, 2502 KC Den Haag"
147,"Meester F.J. Haarmanweg 13, 4538 AM Terneuzen, Netherlands",51.327254,3.829618,"Mr. F.J. Haarmanweg 13 Terneuzen, Zeeland 4538 AM"
148,"Dillenburg 2, 2404 EV Alphen aan den Rijn, Netherlands",52.1334028,4.6530849,"Dillenburg 2 Alphen Aan Den Rijn, Zuid-Holland 2404 EV"
149,"Bellweg 2, 9411 PV Beilen, Netherlands",52.8523313,6.5177339,"Bellweg 2 Beilen, Drenthe 9411 PV"
150,"Karmel 225, 4613 BS Bergen op Zoom, Netherlands",51.5030394,4.2773428,"Karmel 225 BERGEN OP ZOOM, Noord-Brabant 4613 BS"
151,"Lange Haeg 189, 3853 EG Ermelo, Netherlands",52.3012191,5.6011315,"Lange Haeg 189 Ermelo, Gelderland 3853 EG"
152,"Ankerstraat 24, 1794 BJ Oosterend, Netherlands",53.0847202,4.8772802,"Ankerstraat 24 Oosterend Nh, Noord-Holland 1794 BJ"
153,"Vulcanusweg 263, 2624 AV Delft, Netherlands",51.9967564,4.3605177,"Vulcanusweg 263 Delft, Zuid-Holland 2624 AV"
154,"Aalsmeer, Netherlands",52.2621639,4.7619222,"Postbus 440 Aalsmeer, Noord-Holland 1430 AK"
155,"Schuttersweg 41, 7314 LD Apeldoorn, Netherlands",52.21387739999999,5.9433802,"Schuttersweg 41 Apeldoorn, Gelderland 7314 LD"
156,"Nazarethstraat 144, 5683 AA Best, Netherlands",51.5110576,5.3942077,"Nazarethstraat 144 Best, Noord-Brabant 5683 AB"
157,"Ackersdijkseweg 16, 2645 EB Delfgauw, Netherlands",51.9794145,4.4048607,"Ackersdijkseweg 16 Delfgauw, Zuid-Holland 2645 EB"
158,"Wijk 8, 8321 TG Urk, Netherlands",52.6634651,5.5987392,"Wijk 8 -2 Urk, Flevoland 8321 TG"
159,"Gebroeders van Doornelaan 63, 5961 BB Horst, Netherlands",51.4645906,6.0480882,"Gebroeders van Doornelaan 63 Horst, Limburg 5961 BB"
160,"Leeuwenstraat 9, 3011 JH Rotterdam, Netherlands",51.9213939,4.4823332,"Leeuwenstraat 9 11 Rotterdam, Zuid-Holland 3011 AL"
161,"Delft 73, 9406 GD Assen, Netherlands",52.9964424,6.537250299999999,"Delft 73 Assen, Drenthe 9406 GD"
162,"Cattepoelseweg 263, 6815 CD Arnhem, Netherlands",52.0036621,5.909837899999999,"Cattepoelseweg 263 Arnhem, Gelderland 6815 CD"
163,"In de Korenmolen 30, 1115 GP Duivendrecht, Netherlands",52.3310181,4.9423071,"In de Korenmolen 30 Duivendrecht, Noord-Holland 1115 GP"
164,"Achterberglaan 63, 1422 CX Uithoorn, Netherlands",52.2452468,4.832360899999999,"Achterberglaan 63 Uithoorn, Noord-Holland 1422 CX"
165,"Duitslandstraat 7, 3402 TJ IJsselstein, Netherlands",52.0233415,5.0541129,"Duitslandstraat 7 Ijsselstein Ut, Utrecht 3402 GH"
166,"Sint Laurensweg 13, 3732 BA De Bilt, Netherlands",52.1121324,5.1859605,"Sint Laurensweg 13 De Bilt, Utrecht 3732 BA"
167,"Eendenkuil 1, 7873 BM Odoorn, Netherlands",52.850783,6.845097399999999,"Eendenkuil 1 Odoorn, Drenthe 7873 BM"
168,"Punt 6, 2801 PZ Gouda, Netherlands",52.0072745,4.714251099999999,"Punt 6 Gouda, Zuid-Holland 2801 PZ"
169,"Beusakker 27, 5712 MG Someren, Netherlands",51.3855954,5.7010448,"Beusakker 27 Someren, Noord-Brabant 5712 MG"
170,"Oppers 58, 8471 ZM Wolvega, Netherlands",52.8761067,5.9845741,"Oppers 58 Wolvega, Friesland 8471 ZM"
171,"De Sterke Arm 10, 3901 ER Veenendaal, Netherlands",52.0219804,5.556290000000001,"De Sterke Arm 10 Veenendaal, Utrecht 3901 ER"
172,"Leidekkersdreef 12, 7328 AT Apeldoorn, Netherlands",52.19610290000001,5.987678799999999,"Leidekkersdreef 12 Apeldoorn, Gelderland 7328 AT"
173,"Eltensestraat 17, 6922 JA Duiven, Netherlands",51.944522,6.0083087,"Eltensestraat 17 Duiven, Gelderland 6922 JA"
174,"Kloosterstraat 16, 8152 AP Lemelerveld, Netherlands",52.4462282,6.3373791,"Kloosterstraat 16 Lemelerveld, Overijssel 8152 AP"
175,"Vegelinsweg 6B, 8501 BA Joure, Netherlands",52.9718256,5.7937977,"Vegelinsweg 6 B Joure, Friesland 8501 BA"
176,"Karnemelkstraat 2A, 4811 KJ Breda, Netherlands",51.5862425,4.7757534,"Karnemelkstraat 2A Breda, Noord-Brabant 4811 KJ"
177,"Nobelstraat 51, 6411 EL Heerlen, Netherlands",50.8838638,5.979301599999999,"Nobelstraat 51 Heerlen, Limburg 6411 EL"
178,"Elburgerweg 11, 8071 TA Nunspeet, Netherlands",52.3825358,5.783679299999999,"Elburgerweg 11 Nunspeet, Gelderland 8071 TA"
179,"Heidenendstraat 21, 5932 XV Tegelen, Netherlands",51.3344927,6.1585363,"Postadres: Heidenendstraat 21 Tegelen, Limburg 5932 XV"
180,"Bergweg 4, 5801 EG Venray, Netherlands",51.5263244,5.9674363,"Bergweg 4 Venray, Limburg 5801 EG Venray"
181,"Lichtenbergerstraat 7B, 6371 AS Landgraaf, Netherlands",50.9038888,6.0196146,"Lichtenbergerstraat 7 b Landgraaf, Limburg 6371 AS"
182,"Buiten de Veste 10, 2871 GE Schoonhoven, Netherlands",51.948413,4.8452134,"Buiten de Veste 10 Schoonhoven, Zuid-Holland 2871 GE"
