,fb_id,name,username,min_dist_pair,finall_address,final_lat,final_lng,tw_id
9,113007342241825,Rode Kruis Venlo,Rodekruisvenlo,1.7026112382506478,"Hekkeslag 26, 5404 MN Uden, Netherlands",51.6507211,5.6134382999999985,
35,113575668794061,Rode Kruis locatie Roermond,RodeKruisRoermond,0.0002558012608775611,"Molengriendweg 3, 6041 BN Roermond, Netherlands",51.2071191,5.999304,
96,125569924793951,Rode Kruis “Zwemmen” Vlaardingen,rodekruiszwemmenvlaardingen,1.6884272924399655,"Westlandseweg 200, 3131HX Vlaardingen",51.9156232,4.339854900000001,
10,132119723547236,Rode Kruis Ziekenhuis / Brandwondencentrum Beverwijk,RKZ.BrandwondencentrumBeverwijk,0.00032678622016523074,"Vondellaan 13, 1942 LE Beverwijk, Netherlands",52.47918539999999,4.6509404000000005,
40,144070685697736,Rode Kruis Kampen-IJsselmuiden,rodekruiskampenijsselmuiden,1.6587359737330354,"Voormors 52, 7468 HB Enter, Netherlands",52.2935036,6.5826144,
1,149048595164968,Rode Kruis Amsterdam-Amstelland,RodeKruisAmsterdamAmstelland,9.64056366587714e-05,"Valkenburgerstraat 24, 1011 LZ Amsterdam, Netherlands",52.3702505,4.9080238,253550192.0
6,150818164979368,Rode Kruis Leiden e.o.,RodeKruisLeiden,9.432607624682333e-05,"Apollolaan 1B, 2324 BR Leiden, Netherlands",52.139663299999995,4.476461799999999,228065570.0
104,158550187652597,Rode Kruis afdeling Duin- en Bollenstreek,RodeKruissassenheim,2.5615168540049593,"Rijksstraatweg 22i, Sassenheim",52.2060741,4.4891389,
26,162755137210475,Rode Kruis Hellendoorn-Nijverdal,RodeKruisHellendoorn,0.00019287027098298514,"Rembrandtplein 21, 7442 KH Nijverdal, Netherlands",52.360038,6.4665313,
120,172885972918193,Biketeam Rode Kruis Weert,,0.0,"Boerhaavestraat 15A, 6001 AV Weert, Netherlands",51.25578669999999,5.7114425,
59,173365182841622,Rode Kruis afdeling Zeewolde,RodeKruisAfdelingZeewolde,0.014352078655673176,"schokker 40, 3891 dp Zeewolde",52.334739899999995,5.53127,
0,180532465311930,Rode Kruis,rodekruis,1.634007818244661,"Anna van Saksenlaan 50, 2593 HT Den Haag",52.0818623,4.3468228,14567528.0
111,181323589116215,Rode Kruis Conscious Cinema,ConsciousCinemaRK,0.5969666004801242,"De Noord, Noord-Holland, Netherlands",52.70648809999999,4.8519127,
33,182959271797060,Rode Kruis Eindhoven e.o.,rodekruiseindhoveneo,0.0,"Willem van Konijnenburglaan 6, 5613 DW Eindhoven, Netherlands",51.4387588,5.495183,
82,187082824672673,Rode Kruis 's-Hertogenbosch e.o.,,9.368751577860536e-05,"Oude Dieze 12, 5211 KV 's-Hertogenbosch",51.6857,5.30816,
31,199146423494228,Rode Kruis Studentendesk Nijmegen,rodekruisstudentendesknijmegen,0.0003293047386385018,"Gelderselaan 14, 6523 LJ Nijmegen",51.832506459261,5.874044221743901,
98,202823833085002,Rode Kruis afd. Gouda,rodekruisgouda,8.359322438156689e-05,"Punt 6, 2801 PZ Gouda, Netherlands",52.0073158,4.7143464999999996,
42,208535842602519,Rode Kruis afdeling Lelystad,RodeKruisLelystad,8.164241290348812e-05,"Wigstraat 15, 8223EE Lelystad",52.523282886000004,5.4941899705,
45,218166075038732,Rode Kruis Hengelo,rodekruishengelo,0.00019604695820732155,"Marnixstraat 1, 7553LC Hengelo, Overijssel, Netherlands",52.252764724767,6.8000650405884,
49,225916940936643,Rode Kruis West-Friesland,RodeKruis.WestFriesland,3.69683480732509,"Boerhaavestraat 15A, 6001 AV Weert, Netherlands",51.25578669999999,5.7114425,
16,234590103682131,Rode Kruis Kerkrade e.o.,rodekruiskerkrade,4.200978176880027,"Klinkenbergerweg 30C, 6711 MK Ede, Netherlands",52.040259000000006,5.6709510000000005,
100,235074816680979,Rode Kruis Leerdam,rodekruisleerdam,0.0011809271459633293,"Kerkelaan 32, 4163 CH Oosterwijk, Netherlands",51.8777453,5.0789642,
15,238415626178465,Rode Kruis Ede,rodekruisede.nl,2.1300162881976352e-05,"Klinkenbergerweg 30C, 6711 MK Ede, Netherlands",52.040259000000006,5.6709510000000005,
22,245353695653535,Rode Kruis Zaanstreek-Waterland,rodekruiszawa,1.1998161801212818e-05,"Waterlandlaan 101, 1441 RT Purmerend, Netherlands",52.503199,4.961017,
125,261639383982333,Rode Kruis Tocht Langs de Leij,RodeKruisTocht,1.1736100077505611,"Burgemeester Penstraat 6, 3741 AH Baarn, Netherlands",52.2127923,5.2932989,
2,262956790446133,Rode Kruis Haaglanden,RodeKruisDenHaag,0.031849310390306675,"Leyweg 831, 2545 HA Den Haag, Netherlands",52.04450569999999,4.280571399999999,501149435.0
17,268578619850608,Rode Kruis Studentendesk Utrecht,studentendeskutrecht,0.00034349938724818744,"Koningsweg 2, 3582 GE Utrecht (stad)",52.07744,5.13323,
27,278427178857123,Rode Kruis Studentendesk Tilburg,studentendesktilburg,0.03887496551111816,"Centaurusweg 57, 5015 TC Tilburg, Netherlands",51.577796500000005,5.1066236,
57,284665134969395,Rode Kruis Verbindingsdienst Noord,,1.2008750619405069,"Golda Meierstraat 25, 4463 DC Goes, Netherlands",51.5170632,3.8852809,
56,288708527922591,Rode Kruis Sittard e.o.,rodekruissittard,9.615353552803355e-05,"Hemelsley 20, 6136 HM Sittard, Netherlands",51.0047554,5.8789811,
85,288885181531047,Rode Kruis Bungalow,RodeKruisBungalow,2.1692661628467166e-06,"Philipsbosweg 9, 5715 RE Lierop, Netherlands",51.40126189999999,5.6734893,
93,289393308666485,Rode Kruis afdeling Emmen,RodeKruisEmmen,4.606724032369017,"Klinkenbergerweg 30C, 6711 MK Ede, Netherlands",52.0402598,5.6709511,
39,299801923504570,Rode Kruis Afdeling Almelo,rodekruisalmelo,3.617143150829934e-05,"Hofkampstraat 102, 7607 NJ Almelo, Netherlands",52.35330039999999,6.673561200000001,
118,301774466630703,Rode Kruis Amsterdam,,0.003949307026852996,Amsterdam,52.367984299999996,4.9035614,
80,318486294899368,Rode Kruis afdeling Amersfoort-Eemland,RodekruisAmersfoort,0.0,"Columbusweg 30, 3814 WE Amersfoort, Netherlands",52.1598809,5.4024168,
114,325069757689137,Rode Kruis Helmond,nrkhelmond,3.421947848888863e-05,"Nachtegaallaan 215, 5702 KM Helmond, Netherlands",51.49778360000001,5.6658916,
69,337130256693715,Rode Kruis Zwijndrechtsewaard,rodekruiszwijndrechtsewaard,0.0005113023010538171,"Kapitein Rietbergenflat 26, 3333 CA Zwijndrecht, Netherlands",51.809569399999994,4.6330155,
25,341296749401948,Rode Kruis Schagen EHV team,rodekruisschagen,0.3912013635592665,1740 Schagen,52.788091200000004,4.8043998,
113,346026015462894,Rode Kruis locatie Sliedrecht,rodekruissliedrecht,0.015885000953356175,"Jacob Catsstraat 2, 3362 XE Sliedrecht, Netherlands",51.82096749999999,4.775607599999999,
63,350402148378934,Rode Kruis Nieuwe Waterweg Noord,RodeKruisNwn,0.1811350831212914,"Burgemeester Adelaarstraat 1, 4365 AG Meliskerke, Netherlands",51.5150197,3.5114619,
115,359341887737312,Rode Kruis Castricum,rodekruiscastricum,3.202277526456702,"Bullerlaan, 1901 VW Castricum",52.55595,4.67005,
70,359430480811794,Rode Kruis Leidschendam-Voorburg,rodekruisleidschendamvoorburg,3.429354205907415e-05,"Herenstraat 165, 2271 CE Leidschendam-Voorburg",52.06649,4.36194,
110,365741073527195,Het Nederlandse Rode Kruis afdeling  Valkenswaard/A2,RodeKruisValkenswaard,0.00023755887344811648,"Gelukken 15a, 5552 LD Valkenswaard",51.35953,5.45169,
95,366151313539764,Jeugd Rode Kruis Oss eo,,0.005759022292365124,"Begoniastraat 1, 6641 BR Beuningen GLD, Netherlands",51.8603033,5.777066599999999,
30,379809079126638,Rode Kruis afdeling Salland Midden,rodekruissallandmidden,9.551270894537873e-06,"Westdorplaan 132A, 8101 PP Raalte, Netherlands",52.3779141,6.2703365999999985,
108,382490825146330,"Jongeren Rode Kruis, Aalsmeer & Uithoorn",JongerenRodeKruis,0.014636080118380284,"Roerdomplaan 3, 1431 WH Aalsmeer, Netherlands",52.25480899999999,4.7625779999999995,
75,385258238476028,Rode Kruis Joure,RodeKruisJoure,0.00011080707853897072,"Vegelinsweg 6b, 8501BA Joure",52.9719,5.79384,
83,396189387098028,Rode Kruis Alphen aan den Rijn eo,rodekruisalphen,5.138133352951008e-05,"Dillenburg 2, 2404 EV Alphen aan den Rijn",52.1334,4.65301,
43,402183293281953,Rode Kruis Noordoostpolder,rodekruisnoordoostpolder,4.118994526936774e-06,"Oud Espelerweg 4, 8303 HW Emmeloord",52.7246,5.748130000000001,
34,409220462485431,Rode Kruis Drenthe,districtdrenthe,2.999246664164019e-06,"Bellweg 2, 9411 PV Beilen",52.85233,6.51773,
52,414076372048376,Rode Kruis Nunspeet,rodekruisnunspeet,6.573589886421197e-16,"Elburgerweg 11, 8071 TA Nunspeet, Netherlands",52.38253579999999,5.783679299999998,
86,415969311860968,Rode Kruis Utrechtse Heuvelrug,rodekruisutrechtseheuvelrug,0.0012790998598584634,"Dennenhorst 22 a Driebergen-Rijsenburg, Utrecht 3972 GM",52.047588299999994,5.2899399,
107,417570191637526,Het Rode Kruis district Gooi en Vechtstreek,rodekruisgooienvechtstreek,0.6652854739847038,"Torenlaan 11B, 1402 AT Bussum",52.270790000000005,5.165030000000001,
91,417855945709955,Rode Kruis Hardinxveld-Giessendam,rodekruishardinxveld,0.0,"Damstraat 26, 3371 AD Hardinxveld-Giessendam, Netherlands",51.8296819,4.8353419,
90,418496008279618,Rode Kruis Afdeling Heerenveen,nrkheerenveen,6.439099535402735e-05,"Businesspark Friesland-West 41, 8466 SL Nijehaske, Netherlands",52.96514029999999,5.8900215,
32,421845151182627,Rode Kruis Bommelerwaard,RodeKruisBommelerwaard,5.641546363512004e-07,"Steenweg 83, 5301 HK Zaltbommel, Netherlands",51.801660399999996,5.243339700000001,
14,425600167520620,Rode Kruis Studentendesk Amsterdam,studentendesk.rodekruisamsterdam,0.003949307026852996,Amsterdam,52.367984299999996,4.9035614,
89,425996381106643,Rode Kruis Bike-Team Rijnmond,BikeTeamRijnmond,0.2452809099776859,"Trimpad 4, 3135 GA Vlaardingen",51.921826100264,4.363374710083,
51,436442503109542,Rode Kruis Studentendesk Zeeland,rkstudentendeskzeeland,0.8117967488467761,"Burgemeester Gratamastraat 2, 4501 JD Oostburg, Netherlands",51.3279218,3.4848372000000003,
23,447176062025726,Rode Kruis Studentendesk Groningen,studentendeskrodekruis.groningen,0.00017952499890100583,"Atoomweg 2b, 9743 AK Groningen",53.213519999999995,6.53913,
3,459686921046656,Rode Kruis Studentendesk Delft,RodeKruisStudentendeskDelft,0.00013049491171564164,"Vulcanusweg 263, 2624AV Delft",51.99673,4.36036,44962575.0
36,462735207133733,"Rode Kruis Maastricht, Meerssen, Mergelland",rodekruismaastricht,7.950777811258466e-15,"Cortenstraat 7, 6211 HT Maastricht, Netherlands",50.846810999999995,5.69212,
121,479552842125042,Haagse Rode Kruis Gala,HaagseRodeKruisGala,0.92052295709028,"Punt 6, 2801 PZ Gouda, Netherlands",52.0073158,4.7143464999999996,
60,480717841992847,Rode Kruis Betuwegaerde,RodeKruisbetuwegaerde,0.376702014535937,"Haaftenlaan 26, Tiel",51.87843,5.40749,
46,496332513877407,"Rode Kruis Hattem-Wapenveld, Heerde-Epe",rodekruishattemenwapenveld,2.0974297477960997,"Rinkesfort 15, 5993 PV Maasbree, Netherlands",51.33904769999999,6.0588282,
112,506523919370512,Rode Kruis Amstelveen,,0.0,"DM, Van der Leeklaan 3, Amstelveen, Netherlands",52.2968493,4.855462699999999,
99,511099769275066,Rode Kruis Bunschoten-spakenburg E.o.,,0.0,"Willem Dreesstraat 3, 3752 AX Bunschoten-Spakenburg, Netherlands",52.249562100000006,5.3748594,
61,511421175889102,Rode Kruis Lingewaard-Overbetuwe,rodekruislingewaardoverbetuwe,0.2399309726700365,"Graaf Ottoweg 52, 6915 VX Lobith, Netherlands",51.8625754,6.114479299999998,
4,535212706999090,Rode Kruis district Rotterdam-Rijnmond,RodeKruisRR,2.65709763133415,"Schuttersweg 41, 7314 LD Apeldoorn, Netherlands",52.21387739999999,5.9433802,1343882960.0
20,545790135488335,Rode Kruis Fryslân,rodekruisfryslan,0.2844577906490889,"Tichtset 1, 8493 RC Terherne, Netherlands",53.0428468,5.7821761,
92,566981556656392,Rode Kruis Nijkerk,Rode.Kruis.Nijkerk,0.00023669592202810551,"Havenstraat 5 b, 3861 VS Nijkerk, Netherlands",52.2258737,5.480335500000001,
76,573448452757831,Rode Kruis Katwijk,rodekruiskatwijk,0.0003813898131742162,"Prins Hendrikkade 12, 2225 TZ Katwijk, Zuid-Holland, Netherlands",52.205582695768,4.4076886905456,
48,593699237322941,Rode Kruis Zoetermeer,RKZtm,6.09706727525115e-05,"Clauslaan 2a, 2713 VN Zoetermeer",52.05494,4.487419999999999,
119,650087565063717,Rode Kruis afd. Lienden,,0.08732486226445477,"Dorpsstraat 26, 4031 ME Ingen, Netherlands",51.96079169999999,5.4836395,
13,653600581404206,Rode Kruis Doesburg,RodeKruisDoesburg,0.34301528567488004,"Roggestraat 3, Doesburg",52.014934456899994,6.1340430378913995,
8,667776816592311,Rode Kruis Studentendesk Wageningen,rodekruisstudentendesk.wageningen,0.0,"Nederland, Netherlands",51.969186799999996,5.6653948,
7,681631778847763,Rode Kruis Woerden,RodeKruisWoerden,3.601125345541984,"Beusakker 27, 5712 MG Someren, Netherlands",51.3855391,5.7010418,
78,697937597017931,Rode Kruis Bergen op Zoom e.o.,rodekruisboz,2.4130815981110514,"Vondellaan 13, 1942 LE Beverwijk, Netherlands",52.4791281,4.6506,
53,697979610277337,Het Nederlandse Rode Kruis / District Midden- en West-Brabant,,0.7174281144074481,"Karmel 225, 4613 BS Bergen op Zoom",51.5030394,4.2773428,
73,722378874444276,Rode Kruis Evenementenhulpverlening werkgroep Drachten,NoodhulpSmallacht,2.1685833889919213,"Anna van Saksenlaan 50, 2593 HT Den Haag, Netherlands",52.08186729999999,4.34682,
102,737687826291590,Rode Kruis Assen-Vries,RodeKruisAV,4.8436876559696927e-05,"Delft 73, 9406 GD Assen, Netherlands",52.996373399999996,6.5371329000000005,
106,748138658620674,"Rode Kruis, Afdeling IJsselstein",rodekruis.ijsselstein,2.705970786826137e-06,"Duitslandstraat 7, 3402 TJ IJsselstein",52.023340000000005,5.05411,
116,753762354723390,Rode Kruis Meppel - Nijeveen,,0.011539757025084935,"Vledderstraat 3F, 7941 LC Meppel, Netherlands",52.697814,6.1942431,
65,755355707837557,Rode Kruis Súdwest Fryslân,rodekruisswf,2.7913950225914945,"Selfhelpweg 2, 8607 AB Sneek",53.02805,5.66173,
117,762838530480167,Ondernemingscentrum het Rode Kruis,,4.6540082765040625,"Anna van Saksenlaan 50, 2593 HT Den Haag, Netherlands",52.08186729999999,4.34682,
97,762872473789868,Rode Kruis Someren,rodekruis.someren,0.036604003046613195,"Beusakker 27, 5712 MG Someren, Netherlands",51.3855391,5.7010418,
74,773539686172397,Rode Kruis Zwartewaterland,RodeKruisAfdelingZwartewaterland,0.0001736625191581678,"Van Haersoltelaan 1B, 8061 EG Hasselt, Netherlands",52.5901812,6.1054339,
29,782597491751372,Rode Kruis Haaksbergen,RKHaaksbergen,1.7914410764607683e-14,"Adriaen Brouwerstraat 10, 7483 CP Haaksbergen, Netherlands",52.161247700000004,6.7276769,
